name,code,rgb,detail_url,brand_descr,lrv,collection,recommendations
Tara,1270,"rgb(229, 182, 191)",https://www.benjaminmoore.com/en-us/paint-colors/color/1270/tara,A blooming pink with delightful appeal.,53.43,Benjamin Moore Classics® Color Collection,
Hummingbird,1271,"rgb(216, 159, 168)",https://www.benjaminmoore.com/en-us/paint-colors/color/1271/hummingbird,A mid-tone pink that exudes color confidence.,41.62,Benjamin Moore Classics® Color Collection,
Princess,1272,"rgb(198, 134, 145)",https://www.benjaminmoore.com/en-us/paint-colors/color/1272/princess,A slightly muted rosy hue with a touch of whimsy.,31.29,Benjamin Moore Classics® Color Collection,
Prom Dress,1273,"rgb(174, 108, 117)",https://www.benjaminmoore.com/en-us/paint-colors/color/1273/prom-dress,A fuchsia-like pink with glamorous appeal.,21.23,Benjamin Moore Classics® Color Collection,
Warm Earth,1274,"rgb(145, 77, 78)",https://www.benjaminmoore.com/en-us/paint-colors/color/1274/warm-earth,"A rich, berry-colored hue with softened sophistication.",12.56,Benjamin Moore Classics® Color Collection,
Rose Rococo,1275,"rgb(244, 215, 213)",https://www.benjaminmoore.com/en-us/paint-colors/color/1275/rose-rococo,A sweetened pink that brings joy to any space.,70.97,Benjamin Moore Classics® Color Collection,
Petunia Pink,1276,"rgb(235, 199, 201)",https://www.benjaminmoore.com/en-us/paint-colors/color/1276/petunia-pink,"Delicate and light, this playful pink is blissfully inviting.",62.9,Benjamin Moore Classics® Color Collection,
Engagement,1277,"rgb(228, 178, 181)",https://www.benjaminmoore.com/en-us/paint-colors/color/1277/engagement,A powerful pink that brightens and inspires.,51.66,Benjamin Moore Classics® Color Collection,
Palermo Rose,1278,"rgb(210, 154, 156)",https://www.benjaminmoore.com/en-us/paint-colors/color/1278/palermo-rose,A blush mid-tone that blooms with charm.,39.21,Benjamin Moore Classics® Color Collection,
Toasted Mauve,1279,"rgb(199, 134, 140)",https://www.benjaminmoore.com/en-us/paint-colors/color/1279/toasted-mauve,"A hint of pink adds depth to this rich, toasted rose.",31.94,Benjamin Moore Classics® Color Collection,
Florida Seashells,128,"rgb(249, 227, 198)",https://www.benjaminmoore.com/en-us/paint-colors/color/128/florida-seashells,"Light and crisp, this luminous shade of peach captures the calm of a sun-kissed stroll along a deserted beach.",76.05,Benjamin Moore Classics® Color Collection,
Burgundy Rose,1280,"rgb(177, 115, 118)",https://www.benjaminmoore.com/en-us/paint-colors/color/1280/burgundy-rose,"A muted mid-tone, this warm pink hue has a rustic quality to it.",23.41,Benjamin Moore Classics® Color Collection,
Tawny Port,1281,"rgb(144, 84, 85)",https://www.benjaminmoore.com/en-us/paint-colors/color/1281/tawny-port,"A dark red flooded with warmth, this muted hue is reminiscent of a barrel-aged wine.",13.51,Benjamin Moore Classics® Color Collection,
Tippy Toes,1282,"rgb(243, 211, 209)",https://www.benjaminmoore.com/en-us/paint-colors/color/1282/tippy-toes,This luminous shade of pink has a cheerful pop of personality.,69.14,Benjamin Moore Classics® Color Collection,
Hearts Delight,1283,"rgb(233, 178, 180)",https://www.benjaminmoore.com/en-us/paint-colors/color/1283/hearts-delight,A friendly mid-tone pink that flatters and uplifts.,51.95,Benjamin Moore Classics® Color Collection,
Secret Garden,1284,"rgb(223, 151, 156)",https://www.benjaminmoore.com/en-us/paint-colors/color/1284/secret-garden,A warm mid-tone pink that features a hint of mystery.,40.39,Benjamin Moore Classics® Color Collection,
Pink Buff,1285,"rgb(221, 144, 145)",https://www.benjaminmoore.com/en-us/paint-colors/color/1285/pink-buff,"A smooth, blushed pink with a touch of sophistication.",37.27,Benjamin Moore Classics® Color Collection,
Cinco de Mayo,1286,"rgb(195, 107, 110)",https://www.benjaminmoore.com/en-us/paint-colors/color/1286/cinco-de-mayo,A softened red with an earthy feel.,23.71,Benjamin Moore Classics® Color Collection,
Santa Fe Pottery,1287,"rgb(171, 95, 94)",https://www.benjaminmoore.com/en-us/paint-colors/color/1287/santa-fe-pottery,"Like freshly fired pottery, this earthen red has a grounded energy.",18.16,Benjamin Moore Classics® Color Collection,
Segovia Red,1288,"rgb(155, 75, 73)",https://www.benjaminmoore.com/en-us/paint-colors/color/1288/segovia-red,A hint of brown balances this indulgent shade of red.,13.16,Benjamin Moore Classics® Color Collection,
Marry Me,1289,"rgb(242, 215, 208)",https://www.benjaminmoore.com/en-us/paint-colors/color/1289/marry-me,An upbeat pink with a warming glow.,71.3,Benjamin Moore Classics® Color Collection,
Tangerine Mist,129,"rgb(254, 217, 175)",https://www.benjaminmoore.com/en-us/paint-colors/color/129/tangerine-mist,"Like a light, fizzy cocktail on a summer day, this bright, washed-out shade of orange stimulates and satisfies.",70.59,Benjamin Moore Classics® Color Collection,
Fantasy Pink,1290,"rgb(239, 200, 197)",https://www.benjaminmoore.com/en-us/paint-colors/color/1290/fantasy-pink,A dusty pink that exudes positivity.,62.55,Benjamin Moore Classics® Color Collection,
Brighton Rock Candy,1291,"rgb(228, 178, 174)",https://www.benjaminmoore.com/en-us/paint-colors/color/1291/brighton-rock-candy,A warm undertone gives this sweet shade of pink its soft sophistication.,50.35,Benjamin Moore Classics® Color Collection,
Venetian Rose,1292,"rgb(217, 154, 148)",https://www.benjaminmoore.com/en-us/paint-colors/color/1292/venetian-rose,This muted mid-tone pink provides classic vintage appeal.,39.98,Benjamin Moore Classics® Color Collection,
Badlands,1293,"rgb(188, 116, 107)",https://www.benjaminmoore.com/en-us/paint-colors/color/1293/badlands,"Earthy and organic, this mid-toned red features a warm orange undertone.",24.63,Benjamin Moore Classics® Color Collection,
Potters Wheel,1294,"rgb(174, 103, 94)",https://www.benjaminmoore.com/en-us/paint-colors/color/1294/potters-wheel,"The color of warm clay, this muted red gets added dimension from hints of orange.",19.91,Benjamin Moore Classics® Color Collection,
Hearth Red,1295,"rgb(137, 80, 78)",https://www.benjaminmoore.com/en-us/paint-colors/color/1295/hearth-red,"A warm red with subtle hints of brown, this dark hue is warm and inviting.",12.61,Benjamin Moore Classics® Color Collection,
Sailor's Delight,1296,"rgb(243, 188, 186)",https://www.benjaminmoore.com/en-us/paint-colors/color/1296/sailors-delight,A refreshing wash of pink with spirited charm.,57.67,Benjamin Moore Classics® Color Collection,
Minstrel Heart,1297,"rgb(230, 154, 149)",https://www.benjaminmoore.com/en-us/paint-colors/color/1297/minstrel-heart,A warmed red with a crisp pop of pink.,41.51,Benjamin Moore Classics® Color Collection,
Coral Bronze,1298,"rgb(204, 116, 105)",https://www.benjaminmoore.com/en-us/paint-colors/color/1298/coral-bronze,A healthy orange undertone makes this mid-tone red bloom.,26.08,Benjamin Moore Classics® Color Collection,
Crimson,1299,"rgb(182, 97, 86)",https://www.benjaminmoore.com/en-us/paint-colors/color/1299/crimson,This vivid red features a note of orange.,19.58,Benjamin Moore Classics® Color Collection,
Peach Jam,130,"rgb(253, 206, 158)",https://www.benjaminmoore.com/en-us/paint-colors/color/130/peach-jam,"Bright and refreshing, this medium peach instantly conjures carefree summer days.",65.29,Benjamin Moore Classics® Color Collection,
Tucson Red,1300,"rgb(166, 76, 67)",https://www.benjaminmoore.com/en-us/paint-colors/color/1300/tucson-red,"Warmed by a touch of orange, this earthy red is surprisingly versatile.",14.43,Benjamin Moore Classics® Color Collection,
Spanish Red,1301,"rgb(152, 72, 65)",https://www.benjaminmoore.com/en-us/paint-colors/color/1301/spanish-red,"Infused with earthy orange undertones, this crimson hue conjures fiery sunsets and elegant Spanish tiles.",12.6,Benjamin Moore Classics® Color Collection,
Sweet Rosy Brown,1302,"rgb(126, 74, 70)",https://www.benjaminmoore.com/en-us/paint-colors/color/1302/sweet-rosy-brown,An earthy red softened by brown undertones.,10.83,Benjamin Moore Classics® Color Collection,
Smashing Pink,1303,"rgb(254, 193, 191)",https://www.benjaminmoore.com/en-us/paint-colors/color/1303/smashing-pink,An energetic pink with bubbly appeal.,61.55,Benjamin Moore Classics® Color Collection,
All-a-Blaze,1304,"rgb(239, 139, 132)",https://www.benjaminmoore.com/en-us/paint-colors/color/1304/allablaze,Playful notes of coral energize this warmed pink.,37.23,Benjamin Moore Classics® Color Collection,
Bird of Paradise,1305,"rgb(230, 111, 104)",https://www.benjaminmoore.com/en-us/paint-colors/color/1305/bird-of-paradise,A radiant red-orange evokes tropical beauty.,28.75,Benjamin Moore Classics® Color Collection,
Habanero Pepper,1306,"rgb(210, 86, 74)",https://www.benjaminmoore.com/en-us/paint-colors/color/1306/habanero-pepper,"A saturated red, strong orange undertones bring depth to this hue.",20.58,Benjamin Moore Classics® Color Collection,
Geranium,1307,"rgb(193, 76, 69)",https://www.benjaminmoore.com/en-us/paint-colors/color/1307/geranium,A touch of orange brings dimension to this saturated crimson.,16.21,Benjamin Moore Classics® Color Collection,
Red Parrot,1308,"rgb(184, 73, 69)",https://www.benjaminmoore.com/en-us/paint-colors/color/1308/red-parrot,"Warm and rich, breathe energy into any space with this vivacious red.",15.25,Benjamin Moore Classics® Color Collection,
Moroccan Red,1309,"rgb(168, 67, 66)",https://www.benjaminmoore.com/en-us/paint-colors/color/1309/moroccan-red,A glamourous jewel-toned red that commands attention.,12.87,Benjamin Moore Classics® Color Collection,
Seville Oranges,131,"rgb(249, 187, 128)",https://www.benjaminmoore.com/en-us/paint-colors/color/131/seville-oranges,A silky smooth shade of orange with a playful peach cast.,54.92,Benjamin Moore Classics® Color Collection,
Sweet 16,1310,"rgb(249, 198, 204)",https://www.benjaminmoore.com/en-us/paint-colors/color/1310/sweet,"A light, sugary pink with a fanciful streak.",63.72,Benjamin Moore Classics® Color Collection,
Confetti,1311,"rgb(247, 180, 190)",https://www.benjaminmoore.com/en-us/paint-colors/color/1311/confetti,"A classic mid-toned pink, this warm hue is the life of the party.",54.91,Benjamin Moore Classics® Color Collection,
Potpourri,1312,"rgb(231, 131, 141)",https://www.benjaminmoore.com/en-us/paint-colors/color/1312/potpourri,A vibrant shade of pink that brings a boost of energy to any space.,34.71,Benjamin Moore Classics® Color Collection,
Milano Red,1313,"rgb(216, 92, 102)",https://www.benjaminmoore.com/en-us/paint-colors/color/1313/milano-red,"Glamorous and versatile, this rich red features a slightly pink cast.",23.53,Benjamin Moore Classics® Color Collection,
Ryan Red,1314,"rgb(203, 71, 70)",https://www.benjaminmoore.com/en-us/paint-colors/color/1314/ryan-red,A touch of orange gives this saturated red a healthy glow.,17.75,Benjamin Moore Classics® Color Collection,
Poppy,1315,"rgb(189, 58, 66)",https://www.benjaminmoore.com/en-us/paint-colors/color/1315/poppy,A playful red blooming with optimism.,14.78,Benjamin Moore Classics® Color Collection,
Umbria Red,1316,"rgb(165, 64, 72)",https://www.benjaminmoore.com/en-us/paint-colors/color/1316/umbria-red,This deep shade of red has a glamorous touch of sophistication.,12.15,Benjamin Moore Classics® Color Collection,
Yours Truly,1317,"rgb(245, 220, 217)",https://www.benjaminmoore.com/en-us/paint-colors/color/1317/yours-truly,"Light and luminous, this pale bubblegum pink brings joy to any space.",74.35,Benjamin Moore Classics® Color Collection,
Bed of Roses,1318,"rgb(246, 193, 198)",https://www.benjaminmoore.com/en-us/paint-colors/color/1318/bed-of-roses,A lively mid-tone pink with a spirited flair.,60.5,Benjamin Moore Classics® Color Collection,
Heartbeat,1319,"rgb(238, 152, 158)",https://www.benjaminmoore.com/en-us/paint-colors/color/1319/heartbeat,"An energetic, lighthearted pink.",42.36,Benjamin Moore Classics® Color Collection,
Tangerine Zing,132,"rgb(253, 176, 109)",https://www.benjaminmoore.com/en-us/paint-colors/color/132/tangerine-zing,"Like the zest of an orange, this spirited hue can deliver bold, refreshing flavor in even the smallest amounts.",50.43,Benjamin Moore Classics® Color Collection,
Florida Pink,1320,"rgb(231, 111, 117)",https://www.benjaminmoore.com/en-us/paint-colors/color/1320/florida-pink,A vivid pink reminiscent of the brilliant sun as it's just about to set.,29.12,Benjamin Moore Classics® Color Collection,
Holly Berry,1321,"rgb(194, 76, 77)",https://www.benjaminmoore.com/en-us/paint-colors/color/1321/holly-berry,"A warm, vibrant red reminiscent of sprouted berries on a holly tree.",17.44,Benjamin Moore Classics® Color Collection,
Ladybug Red,1322,"rgb(176, 62, 67)",https://www.benjaminmoore.com/en-us/paint-colors/color/1322/ladybug-red,A rich shade of true red.,13.62,Benjamin Moore Classics® Color Collection,
Currant Red,1323,"rgb(160, 61, 65)",https://www.benjaminmoore.com/en-us/paint-colors/color/1323/currant-red,"A rich,  ruddy-like quality defines this deep shade of red.",11.9,Benjamin Moore Classics® Color Collection,
May Flowers,1324,"rgb(250, 198, 209)",https://www.benjaminmoore.com/en-us/paint-colors/color/1324/may-flowers,This bubbly shade of pink offers vibrant versatility.,63.64,Benjamin Moore Classics® Color Collection,
Pure Pink,1325,"rgb(250, 182, 197)",https://www.benjaminmoore.com/en-us/paint-colors/color/1325/pure-pink,An authentic pink hue reminiscent of cherry blossoms in full bloom.,56.62,Benjamin Moore Classics® Color Collection,
Bubble Bath,1326,"rgb(247, 162, 180)",https://www.benjaminmoore.com/en-us/paint-colors/color/1326/bubble-bath,This balanced pink is both sweet and saturated.,48.74,Benjamin Moore Classics® Color Collection,
Radiant Rose,1327,"rgb(235, 132, 150)",https://www.benjaminmoore.com/en-us/paint-colors/color/1327/radiant-rose,A refreshing shade of pink that is both sophisticated and sweet.,36.78,Benjamin Moore Classics® Color Collection,
Deco Rose,1328,"rgb(221, 103, 121)",https://www.benjaminmoore.com/en-us/paint-colors/color/1328/deco-rose,"Indulge is this vivacious, saturated pink.",26.55,Benjamin Moore Classics® Color Collection,
Drop Dead Gorgeous,1329,"rgb(187, 66, 84)",https://www.benjaminmoore.com/en-us/paint-colors/color/1329/drop-dead-gorgeous,A saturated red balanced by the slightest hint of violet.,15.32,Benjamin Moore Classics® Color Collection,
New Dawn,133,"rgb(247, 149, 71)",https://www.benjaminmoore.com/en-us/paint-colors/color/133/new-dawn,An intense and bright orange reminiscent of the shade you find in a child's crayon box.,39.16,Benjamin Moore Classics® Color Collection,
My Valentine,1330,"rgb(165, 65, 77)",https://www.benjaminmoore.com/en-us/paint-colors/color/1330/my-valentine,"A touch of violet bring visual interest to this deep, romantic red.",12.98,Benjamin Moore Classics® Color Collection,
Ballet Slippers,1331,"rgb(247, 217, 215)",https://www.benjaminmoore.com/en-us/paint-colors/color/1331/ballet-slippers,A sweetened shade of pink that invigorates any space.,72.9,Benjamin Moore Classics® Color Collection,
Cat's Meow,1332,"rgb(249, 208, 209)",https://www.benjaminmoore.com/en-us/paint-colors/color/1332/cats-meow,A feel-good pink with a cheerful glow.,68.34,Benjamin Moore Classics® Color Collection,
Romance,1333,"rgb(245, 177, 187)",https://www.benjaminmoore.com/en-us/paint-colors/color/1333/romance,A mid-toned pink as warm and sweet as falling in love.,53.49,Benjamin Moore Classics® Color Collection,
Pretty in Pink,1334,"rgb(239, 148, 157)",https://www.benjaminmoore.com/en-us/paint-colors/color/1334/pretty-in-pink,"A warm, mid-tone pink that is sprightly yet assured.",41.16,Benjamin Moore Classics® Color Collection,
Cactus Flower,1335,"rgb(232, 102, 116)",https://www.benjaminmoore.com/en-us/paint-colors/color/1335/cactus-flower,A warm-tinged pink reminiscent of the sun setting over desert mountains.,27.77,Benjamin Moore Classics® Color Collection,
Santa's Suit,1336,"rgb(188, 69, 80)",https://www.benjaminmoore.com/en-us/paint-colors/color/1336/santas-suit,A saturated shade of jolly red.,15.76,Benjamin Moore Classics® Color Collection,
